numeracion;denominacion;precio;tipo;medida;estado
5102004 - 1;CABLE FLEX. UNIPNEGRO;3,00;Orona;X;1
5102020 - 1;CABLE FLEXIBLE VERDE 10M2;8,00;Orona;X;1
5102073 - 1;CABLE MULTIPLE DO. CAPA 20*0.7;16,00;Orona;X;1
5102148 - 1;CONEX. ILUMI.CABLE-PORTALAMPAR;12,00;Orona;X;1
5102220 - 1;CABLE FLEXIBLE INIP GRIS INST;3,00;Orona;X;1
5102230 - 1;CABLE FLEXIBLE MARRON 10M2;4,00;Orona;X;1
5102235 - 1;CABLE CONEXION PULS. PISO ARCA;4,00;Orona;X;1
5102235 - 2;CABLE CONEXION PULSADOR PISO;5,00;Orona;X;1
5102237 - 1;CABLE CONVERSOR PULSADOR LLAVE;9,00;Orona;X;1
5102339 - 1;CABLE CONEXION ENCODER MOTOR G;78,00;Orona;X;1
5102339 - 2;CABLE CONEXION ENCODER MOTOR M;98,00;Orona;X;1
5102343 - 1;CABLE CONEXION PULSADOR L=0.8M;5,00;Orona;X;1
5102345 - 1;CABLE CONEXION LUZ EMERGEN;5,00;Orona;X;1
5102351 - 1;CONEXION UTP CATEGORIA 5 (RJ-4;35,00;Orona;X;1
5102352 - 1;CONEXION UTP CATEGORIA 5 (RJ-4;22,00;Orona;X;1
5102386 - 1;CABLE CONEXION INDICADOR POSIC;9,00;Orona;X;1
5102388 - 1;CABLE CONEXION PL.EXTENS. N=1+1 (ARCA II) OR02;4,00;Orona;X;1
5102461 - 1;CONEXION ENCODER MOTOR ASINCRO;789,00;Orona;X;1
5102510 - 1;CONJ. ENCODER MOTOR CONTROL TE;892,00;Orona;X;1
5102521 - 1;CONECTOR PUENTE ALIM. ALAR-T;7,00;Orona;X;1
5102522 - 1;CONVERSOR DE 2 POLOS PASO DE 5;10,00;Orona;X;1
5102523 - 1;CONVERSOR DE 4 POLOS PASO DE 5;16,00;Orona;X;1
5102524 - 1;CONVERSOR DE 6 POLOS PASO DE 5;23,00;Orona;X;1
5102539 - 1;CABLE HC (FC);47,00;Orona;X;1
5102604 - 1;ADAPTA. CONECT.PASO 2,54 2 POL;17,00;Orona;X;1
5102761 - 1;CABLE CONEX. PULS. PLACA EXT1;15,00;Orona;X;1
5104096 - 1;CONDENSADOR DE VENTLADOR;954,00;Orona;X;1
5105218 - 1;CONECTOR HEMBRA HZ PASO 5,08 2 *5105393 - 5*;2,00;Orona;X;1
5105220 - 1;CONECTOR HEMBRA HZ PASO 5,08 2 *5105393 - 3*;2,00;Orona;X;1
5105225 - 1;CONECTOR HEMBRA HZ PASO 5,08 2 *5105393 - 2*;1,00;Orona;X;1
5105300 - 1;CONECTOR HEMBRA MINI 4 POLOS *5105349 - 4*;2,00;Orona;X;1
5105301 - 1;CONECTOR HEMBRA 7 POLOS 5.08 *5105389 - 7*;3,00;Orona;X;1
5105303 - 1;CONECTOR HEMBRA VERT. 2 POLOS *5105389 - 2*;1,00;Orona;X;1
5105304 - 1;CONECTOR HEMBRA 3 POLOS 5.08 *5105389 - 3*;2,00;Orona;X;1
5105305 - 1;CONECTOR HEMBRA 4 POLOS 5.08;2,00;Orona;X;1
5105306 - 1;CONECTOR HEMBRA VERTICAL 5 POL *5105389 - 5*;2,00;Orona;X;1
5105307 - 1;CONECTOR HEMBRA VERT. 9 POLOS;4,00;Orona;X;1
5105308 - 1;CONECTOR HEMBRA 2 POLOS 7.62 *5105390 - 2*;1,00;Orona;X;1
5105309 - 1;CONECTOR HEMBRA VERT. 3 POLOS *5105390 - 3*;2,00;Orona;X;1
5105310 - 1;CONECTOR HEMBRA DE 4 POLOS 7.6 *5105390 - 4*;2,00;Orona;X;1
5105311 - 1;CONECTOR HEMBRA DE 5 POLOS 7.6 *5105390 - 5*;3,00;Orona;X;1
5105312 - 1;CONETOR HEMBRA DE 6 POLOS 7.62 *5105390 - 6*;3,00;Orona;X;1
5105313 - 1;CONECTOR HEMBRA VERT.7 POLOS P *5105390 - 7*;4,00;Orona;X;1
5105314 - 1;CONECTOR HEMBRA DE 11 POLOS7.6 *5105390 - 11*;6,00;Orona;X;1
5105316 - 1;CONECTOR HEMBRA DE 12 POLOS 5. *5105389 - 12*;5,00;Orona;X;1
5105317 - 1;CONECTOR HEMBRA DE 15 POLOS *5105393 - 15*;10,00;Orona;X;1
5105318 - 1;CONECTOR HEMBRA DE 10 POLOS *5105389 - 10*;4,00;Orona;X;1
5105319 - 1;CONECTOR HEMBRA DE 6 POLOS 5.0 *5105389 - 6*;3,00;Orona;X;1
5105320 - 1;CONECTOR HEMBRA DE 3POLOS;9,00;Orona;X;1
5105321 - 1;CONECTOR MACHO DE 3 POLOS;9,00;Orona;X;1
5105322 - 1;CONEC. HEMBRA CABLE PLANO 4 PO;1,00;Orona;X;1
5105323 - 1;CONECTOR HEMBRA DE 8 POLOS *5105389 - 8*;3,00;Orona;X;1
5105326 - 1;CONECTOR HEMBRA DE 5 POLOS *5105394 - 5*;3,00;Orona;X;1
5105334 - 1;CONECTOR HEMBRA DE 8 POLOS *5105390 - 8*;4,00;Orona;X;1
5105335 - 1;CONECTOR HEMBRA DE 9 POLOS *5105390 - 9*;5,00;Orona;X;1
5105342 - 1;CONECTOR DE 7 POLOS PHOENIX;5,00;Orona;X;1
5105346 - 2;CONECTOR HEMBRA VERT. 2 POLOS;1,00;Orona;X;1
5105346 - 6;CONECTOR HEMBRA VERTICAL 2 POL;3,00;Orona;X;1
5105389 - 2;CONECTOR HEM. VERT. 2 POLOS;1,00;Orona;X;1
5105389 - 3;CONECTOR HEM. VERT. 3 POLOS;2,00;Orona;X;1
5105389 - 4;CONECTOR HEM.VERT. 4 POLOS;2,00;Orona;X;1
5105389 - 5;CONECTOR HEM VERT. 5 POLOS;2,00;Orona;X;1
5105389 - 6;CONECTOR HEM. VERT. 6 POLOS;3,00;Orona;X;1
5105390 - 1;CONECTOR HEM VERT. 5 POLOS;1,00;Orona;X;1
5105390 - 10;CONECTOR HEM. VERT. 10 POLO;5,00;Orona;X;1
5105390 - 11;CONECTOR HEM.VERT. 11POLOS;6,00;Orona;X;1
5105390 - 2;CONECTOR HEM. VERT. 2 POLOS;1,00;Orona;X;1
5105390 - 3;CONECTOR HEM. VERT. 3 POLOS;2,00;Orona;X;1
5105390 - 4;CONECTOR. HEM. VERTI 4 POLOS;2,00;Orona;X;1
5105390 - 6;CONECTOR HEM VERT. 6POLOS;3,00;Orona;X;1
5105390 - 7;CONECTOR HEM. VERT. 7 POLOS;4,00;Orona;X;1
5105390 - 8;CONECTOR HEM.VERT. 8 POLOS;4,00;Orona;X;1
5105390 - 9;CONECTOR HEM. VERT. 9 POLOS;5,00;Orona;X;1
5106007 - 1;CONTACTOR 3P AC-110V 12A 3RT20;63,00;Orona;X;1
5106009 - 2;CONTACTOR 3P AC-230V 12A;39,00;Orona;X;1
5106010 - 2;CONTACTOR 4P DC -24V 12A;37,00;Orona;X;1
5106011 - 2;BLOQUE CONTACTO AUX2NA;15,00;Orona;X;1
5106013 - 1;CONTACTO AUXI LATERAL 1NA1NC;11,00;Orona;X;1
5106111 - 1;CONTACTOR AUXILIAR 2NA+2NC 230;32,00;Orona;X;1
5106170 - 1;INVERSOR GENERAL ELECTRIC MI1S;30,00;Orona;X;1
5106186 - 1;BLOQUE AUXILIAR INST 1NC GEN;5,00;Orona;X;1
51061870 - 1;BLOQUE AUXILIAR INST1NO GEN;5,00;Orona;X;1
5106222 - 1;BLOQUE AUXILIARLATERAL 1NO;7,00;Orona;X;1
5106226 - 1;CONTACTOR GENERAL ELECTRIC;77,00;Orona;X;1
5106232  - 1;CONTACTOR GENERAL ELECTRIC CL;40,00;Orona;X;1
5107006 - 1;CONTACTO DE SEGU. ALJO REFEREN *7825112 - 1*;102,00;Orona;X;1
5109054 - 2;"INT.AUT. 1P 0.5ACURVA Z; 10KA";45,00;Orona;X;1
5109089 - 1;INT. DIFER. ALTA INMUN. 4P 25A;231,00;Orona;X;1
5109097 - 1;INTERRUPTOR  AUTOMATICO UNP;14,00;Orona;X;1
5109112 - 1;DIFERENCIAL 2P 25A   30MA;37,00;Orona;X;1
5109114 - 1;INTERRUPTOR AUTOMATICO 2P;19,00;Orona;X;1
5110021 - 1;INTERRUPTOR FINAL DE CARRERA(F;61,00;Orona;X;1
5110054 - 1;FINAL DE CARRERA FH *5110099 - 1*;61,00;Orona;X;1
5110085 - 1;CAPTADOR ORNA OR3 DE POSICION;260,00;Orona;X;1
5110086 - 1;CAPTADOR ORONA OR4 2 CONTACTOS;200,00;Orona;X;1
5110087 - 1;CAPTADOR ORONA DE POSICION ORS *8460260 - 1*;316,00;Orona;X;1
5110093 - 1;INTERRUPTOR FINAL D4N OMRON;61,00;Orona;X;1
5110095 - 1;FINAL DE CARRERA OMRON D4N1A2H *5110099 - 1*;61,00;Orona;X;1
5110102 - 1;INTERRUPTORES MAGNETICOS CO-CU;90,00;Orona;X;1
5110103 - 1;INTERRUPTORES MAGNETICOS CB-CS;68,00;Orona;X;1
5110104 - 1;INTERRUPTOR MAGNETICO CZP;36,00;Orona;X;1
5110105 - 1;IMAN PERM.PLASTICO STEM REF.MP;3,00;Orona;X;1
5110106 - 1;IMAN PERM. PLASTICO STEM REF.M;2,00;Orona;X;1
5110107 - 1;IMAN PERMANNTE PLASTICO 300X15;6,00;Orona;X;1
5110115 - 1;INTERR. MAGN. CZP CONECTOR8;46,00;Orona;X;1
5110117 - 1;IMAN PERMA.PLASTICO STEM REF.;1,00;Orona;X;1
5110119 - 1;IMAN PERM. PLASTICO 75X15X6;2,00;Orona;X;1
5110126 - 1;INTERRUPTORES MAGNETICOS CDA;44,00;Orona;X;1
5110127 - 1;INTERRUPTORES MAGNETICOS CDB C;43,00;Orona;X;1
5110128 - 1;INTERRUPTORES MAGNETICOS CSB C;46,00;Orona;X;1
5110130 - 1;INTERRUPTORES MAGNETICOS CMC;51,00;Orona;X;1
5110131 - 1;IMAN PERMANENTE MF A020 004 01;2,00;Orona;X;1
5110132 - 1;IMAN PERMANENTE PLASTICO 120X1;2,00;Orona;X;1
5110136 - 1;INTERRUPTOR CMC;58,00;Orona;X;1
5111010 - 1;LAMPARA LED GU10 220V(FC) *5111018 - 1*;46,00;Orona;X;1
5111013 - 1;ARO NEGRO DIATRO 65 ILUMINACIO;8,00;Orona;X;1
5111016 - 1;CONJ. LED LIGHTING PANEL 200*2 *5111017 - 1*;168,00;Orona;X;1
5111017 - 1;PANEL LED 200*200 12W 4000K;81,00;Orona;X;1
5111018 - 1;LAMPARA LED GU10 COB 5W 4000;16,00;Orona;X;1
5111055 - 1;LAMPARA HALOGENA 230V 50W 40º *5111018 - 1*;10,00;Orona;X;1
5111057 - 1;PANEL LED 130*600 11W  NEUTR *5111067 - 1*;94,00;Orona;X;1
5111058 - 2;PANEL LED 300*600M20W;150,00;Orona;X;1
5111067 - 2;PANEL LED 130*900 CON SOPOR;122,00;Orona;X;1
5113038 - 1;LAMPARA PLAFONIER 6V-3W8*38;3,00;Orona;X;1
5113054 - 1;PILOTO SCHAFER 42MBLED;68,00;Orona;X;1
5113801 - 1;PULSADOR DE LLAMADA 1 CAB.4TH;14,00;Orona;X;1
5113801 - 10;PULSADOR DE LLAMADA 10 CAB.4TH;14,00;Orona;X;1
5113801 - 11;PULSADOR DE LLAMADA  # 11;14,00;Orona;X;1
5113801 - 12;PULSADOR DE LLAMADA  # 12;14,00;Orona;X;1
5113801 - 13;PULSADOR DE LLAMADA  # 13;14,00;Orona;X;1
5113801 - 14;PULSADOR DE LLAMADA  # 14;14,00;Orona;X;1
5113801 - 15;PULSADOR DE LLAMADA  # 15;14,00;Orona;X;1
5113801 - 16;PULSADOR DE LLAMADA # 16 4TH;14,00;Orona;X;1
5113801 - 2;PULSADOR DE LLAMADA 2 CAB.4TH;14,00;Orona;X;1
5113801 - 3;PULSADOR DE LLAMADA 3 CAB.4TH;14,00;Orona;X;1
5113801 - 4;PULSADOR DE LLAMADA 4 CAB.4TH;14,00;Orona;X;1
5113801 - 47;PULSADOR DE LLAMADA -1 CAB.4TH;14,00;Orona;X;1
5113801 - 48;PULS. LLAMADA -2  CAB   4TH;14,00;Orona;X;1
5113801 - 5;PULSADOR DE LLAMADA 5 CAB.4TH;14,00;Orona;X;1
5113801 - 54;PULS. DE LLAMADA -8 CAB.4THA;14,00;Orona;X;1
5113801 - 55;PULSADOR DE LLAMADA -9;14,00;Orona;X;1
5113801 - 6;PULSADOR DE LLAMADA 6 CAB.4TH;14,00;Orona;X;1
5113801 - 7;PULSADOR DE LLAMADA 7 CAB.4TH;14,00;Orona;X;1
5113801 - 8;PULSADOR DE LLAMADA 8 CAB.4TH;14,00;Orona;X;1
5113801 - 46;PULSADOR DE LLAMADA 0 CAB.4TH;14,00;Orona;X;1
5113802 - 12;PULS. DE LLAMADA ESPECAIL L;14,00;Orona;X;1
5113802 - 13;PULS. DE LLAMADA ESPECAIL M;14,00;Orona;X;1
5113802 - 15;PULS. ESPECIALBAJADA CAB P;14,00;Orona;X;1
5113802 - 16;PULSADOR LLAMADA ESP. PB 4TH G;14,00;Orona;X;1
5113802 - 17;PULS. DE LLAMADA ESPE. P14TH;14,00;Orona;X;1
5113802 - 18;PULS. DE LLAMADA ESP. P2 4THA;14,00;Orona;X;1
5113802 - 20;PILS. DE LLAMDA ESPECIAL S 4TH;14,00;Orona;X;1
5113802 - 42;PULS. DE LLAMADA ESPECIAL ALAR *5113802 - 50*;25,00;Orona;X;1
5113802 - 43;PULS. DE LLAMADA ESPECIAL ABRI;14,00;Orona;X;1
5113802 - 44;PULS. LLAMADA ESPECIAL CERRA;14,00;Orona;X;1
5113802 - 47;PULS. DE LLAMADA ESPECIABRIR;14,00;Orona;X;1
5113802 - 48;PUL. DE LLAMADA ESPE. CERRAR;14,00;Orona;X;1
5113802 - 50;PULS.LLAMADA ESPECIAL ALARMA;23,00;Orona;X;1
5113802 - 51;PUL. LLAMADA ESP VENTILADOR;14,00;Orona;X;1
5113802 - 8;PULSADOR DE LLAMADA ESP. G4T;14,00;Orona;X;1
5113802 - 9;PULSADOR DE LLAMADA 9 CAB.4TH;14,00;Orona;X;1
5113803 - 1;PULSADSIN INSCCABINA 4TH GE;14,00;Orona;X;1
5113803 - 2;PULS. ESPECAIL SUBIDA CABINA;14,00;Orona;X;1
5113803 - 3;PULS. ESPECIAL BAJADA;14,00;Orona;X;1
5113804 -  4;PULS. LLAMADA LLAVE SGAR4TH;113,00;Orona;X;1
5113804 - 1;PULSADOR LLAVE SGAR4TH # 1;113,00;Orona;X;1
5113804 - 11;PULS.  LLAMADA LLAVE SGAR 114T;113,00;Orona;X;1
5113804 - 12;PULSADOR LLAMADA LLAVE SGAR12;113,00;Orona;X;1
5113804 - 14;PULS.LLAMADA LLAVE SGAR14 4TH;113,00;Orona;X;1
5113804 - 15;PULS.LLAMADA LLAVE SGAR15 4TH;113,00;Orona;X;1
5113804 - 16;PULS.LLAMADA LLAVE SGAR16 4TH;113,00;Orona;X;1
5113804 - 17;PULS.LLAMADA LLAVE SGAR17 4TH;113,00;Orona;X;1
5113804 - 18;PULS.LLAMADA LLAVE SGAR18 4TH;113,00;Orona;X;1
5113804 - 19;PULS.LLAMADA LLAVE SGAR19 4TH;113,00;Orona;X;1
5113804 - 2;PULS. LLAMADA LLAVE SGAR24TH;113,00;Orona;X;1
5113804 - 20;PULS.LLAMADA LLAVE SGAR20 4TH;113,00;Orona;X;1
5113804 - 21;PULS.LLAMADA LLAVE SGAR21 4TH;113,00;Orona;X;1
5113804 - 22;PULS.LLAMADA LLAVE SGAR22 4TH;113,00;Orona;X;1
5113804 - 23;PULS.LLAMADA LLAVE SGAR23 4TH;113,00;Orona;X;1
5113804 - 24;PULS.LLAMADA LLAVE SGAR24 4TH;113,00;Orona;X;1
5113804 - 25;PULS.LLAMADA LLAVE SGAR25 4TH;113,00;Orona;X;1
5113804 - 26;PULS.LLAMADA LLAVE SGAR26 4TH;113,00;Orona;X;1
5113804 - 27;PULS.LLAMADA LLAVE SGAR27 4TH;113,00;Orona;X;1
5113804 - 28;PULS.LLAMADA LLAVE SGAR28 4TH;113,00;Orona;X;1
5113804 - 29;PULS.LLAMADA LLAVE SGAR29 4TH;113,00;Orona;X;1
5113804 - 3;PULS. LLAMADA LLAVE SGAR34TH;113,00;Orona;X;1
5113804 - 30;PULS.LLAMADA LLAVE SGAR30 4TH;113,00;Orona;X;1
5113804 - 31;PULSADORLLAMADA LLAVE31 4TH;113,00;Orona;X;1
5113804 - 5;PULSADOR LLAVE SGAR4TH # 5;113,00;Orona;X;1
5113804 - 67;PULSADOR LLAMADA LLAVE674TH;113,00;Orona;X;1
5113804 - 76;PULSADOR LLAMADA LLAVE764TH;113,00;Orona;X;1
5113804 - 65;PULSADORLLAMADA LLAVE65 4TH;113,00;Orona;X;1
5113804 - 66;PULSADORLLAMADA LLAVE66 4TH;113,00;Orona;X;1
5113804 - 68;PULSADORLLAMADA LLAVE68 4TH;113,00;Orona;X;1
5113804 - 70;PULSADORLLAMADA LLAVE70 4TH;113,00;Orona;X;1
5113804 - 73;PULSADORLLAMADA LLAVE73 4TH;113,00;Orona;X;1
5113804 - 74;PULSADORLLAMADA LLAVE74 4TH;113,00;Orona;X;1
5113804 - 75;PULSADORLLAMADA LLAVE75 4TH;113,00;Orona;X;1
5113804 - 77;PULSADORLLAMADA LLAVE77 4TH;113,00;Orona;X;1
5113804 - 78;PULSADORLLAMADA LLAVE78 4TH;113,00;Orona;X;1
5113804 - 79;PULSADORLLAMADA LLAVE79 4TH;113,00;Orona;X;1
5113804 - 80;PULSADORLLAMADA LLAVE80 4TH;113,00;Orona;X;1
5113804 - 82;PULSADORLLAMADA LLAVE82 4TH;113,00;Orona;X;1
5113804 - 83;PULSADORLLAMADA LLAVE83 4TH;113,00;Orona;X;1
5113804 - 10;PULSADOR LLAMADA LLAVE#10 4TH;113,00;Orona;X;1
5113804 - 13;PULSADOR LLAMADA LLAVE SGAR13;113,00;Orona;X;1
5113804 - 6;PULSADOR LLAMADA LLAVE#6 4TH;113,00;Orona;X;1
5113804 - 7;PULSADOR LLAMADA LLAVE SGAR07;113,00;Orona;X;1
5113804 - 8;PULSADOR LLAMADA LLAVE SGAR08;113,00;Orona;X;1
5113804 - 9;PULSADOR LLAMADA LLAVE SGAR09;113,00;Orona;X;1
5113805 - 10;INT. LLAVE 1SALIDA SGAR11 4TH;111,00;Orona;X;1
5113805 - 11;INT. LLAVE A LLAVE 1 SALISGA11;111,00;Orona;X;1
5113805 - 2;INT. LLAVE 1 SALIDA SGAR024TH;111,00;Orona;X;1
5113805 - 3;INT. LLAVE 1SALIDA SGAR03 4TH;111,00;Orona;X;1
5113805  - 4;INT. LLAVE 1SALIDA SGAR04 4TH;111,00;Orona;X;1
5113805 - 5;INT. LLAVE 1SALIDA SGAR05 4TH;111,00;Orona;X;1
5113805 - 7;INT. LLAVE 1SALIDA SGAR07 4TH;111,00;Orona;X;1
5113805 - 8;INT. LLAVE 1SALIDA SGAR08 4TH;111,00;Orona;X;1
5113805 - 9;INT. LLAVE 1SALIDA SGAR09 4TH;111,00;Orona;X;1
5113805 - 1;INTERRUPTOR LLAVE 1SALIDA #01;111,00;Orona;X;1
5113805 - 59;INTERRUPTOR LLAVE 1SALIDA#59 4;111,00;Orona;X;1
5113806 - 1;INTERRUPTOR LLAVE 2SA.SGAR1 4T;115,00;Orona;X;1
5113806 - 10;INT. LLAVE 2 SALIDAS SGAR10 4T;115,00;Orona;X;1
5113806 - 2;INTERRUPTOR LLAVE 2SA.SGAR24T;115,00;Orona;X;1
5113806 - 23;INTERR.A LLAVE 2SAL.SGAR4TH;115,00;Orona;X;1
5113806 - 3;INTERRUPTOR LLAVE 2SA.SGAR3 4T;115,00;Orona;X;1
5113806 - 4;INTERRUPTOR LLAVE 2SA.SGAR1 4T;115,00;Orona;X;1
5113806 - 5;INTERRUPTOR LLAVE 2SA.SGAR5 4T;115,00;Orona;X;1
5113806 - 8;INT. LLAVE 2 SALIDAS SGAR08 4T;115,00;Orona;X;1
5113806 - 9;INT. LLAVE 2 SALIDAS SGAR09 4T;115,00;Orona;X;1
5113806 - 6;INTERRUPTOR A LLAVE 2 SAL #6;115,00;Orona;X;1
5113806 - 7;INTERRUPTOR A LLAVE 2 SAL#7;115,00;Orona;X;1
5113815 - 1;PULS. LLAM. CAB.1MAR.BLAN4TH;18,00;Orona;X;1
5113815 - 10;PULS. LLAM. CAB10 MAR.BLAN4TH;18,00;Orona;X;1
5113815 - 11;PULS. LLAM. CAB11 MAR.BLAN4TH;18,00;Orona;X;1
5113815 - 12;PULS. LLAM. CAB12 MAR.BLAN4TH;18,00;Orona;X;1
5113815 - 13;PULS. LLAM. CAB13 MAR.BLAN4TH;18,00;Orona;X;1
5113815 - 14;PULS. LLAM. CAB14 MAR.BLAN4TH;18,00;Orona;X;1
5113815 - 15;PULS. LLAM. CAB15 MAR.BLAN4TH;18,00;Orona;X;1
5113815 - 2;PULS. LLAM. CAB.2MAR.BLAN4TH;18,00;Orona;X;1
5113815 - 3;PULS. LLAM. CAB.3MAR.BLAN4TH;18,00;Orona;X;1
5113815 - 4;PULS. LLAM. CAB.4MAR.BLAN4TH;18,00;Orona;X;1
5113815 - 46;PULS. LLAM. CAB. 0 MAR.BLAN4TH;18,00;Orona;X;1
5113815 - 5;PULS. LLAM. CAB.5MAR.BLAN4TH;18,00;Orona;X;1
5113815 - 6;PULS. LLAM. CAB.6MAR.BLAN4TH;18,00;Orona;X;1
5113815 - 7;PULS. LLAM. CAB.7MAR.BLAN4TH;18,00;Orona;X;1
5113815 - 8;PULS. LLAM. CAB.8MAR.BLAN4TH;18,00;Orona;X;1
5113815 - 9;PULS. LLAM. CAB9 MAR.BLAN4TH;13,00;Orona;X;1
5113816 - 42;PUL.LLA.ESP.ALARMA CAB.BLAN4T;29,00;Orona;X;1
5113816 - 43;PUL.LLA.ESP.ABRIR CAB.BLAN4T;15,00;Orona;X;1
5113816 - 44;PUL.LLA.ESP.CERRA CAB.BLAN4T;15,00;Orona;X;1
5113816 - 45;PUL.LLA.ESP.VENTIL CAB.BLAN4T;18,00;Orona;X;1
5113819 - 1;PULS. LLAV.SIN RETO.2SA4G # 4;114,00;Orona;X;1
5113819 - 2;PULS. LLAV.SIN RETO.2SA4G # 2;114,00;Orona;X;1
5113819 - 3;PULS. LLAV.SIN RETO.2SA4G # 3;114,00;Orona;X;1
5113819 - 4;PULS. LLAV.SIN RETO.2SA4G # 4;114,00;Orona;X;1
5113819 - 5;PULS. LLAV.SIN RETO.2SA4G # 5;114,00;Orona;X;1
5115084 - 1;PLACA CIRCUITO ZUMBADOR CUADRO;55,00;Orona;X;1
5115087 - 1;MEMORIA TMS 29F040-75CFML;17,00;Orona;X;1
5116200 - 1;ZOCALO FINDER TIPO 95.71NA-C *5116200 - 2*;10,00;Orona;X;1
5116205 - 1;RELE FINDER TIPO 40.52 DE220;14,00;Orona;X;1
5118007 - 1;RESISTENCIA SLENCI. PROT80OH *5118008 - 1*;629,00;Orona;X;1
5118007 - 3;RESISTENCIA SILENCIOSA 60OHM *5118008 - 2*;188,00;Orona;X;1
5118007 - 5;RESISTENCIA SILENCIOSA PROT.30 *5118008 - 4*;555,00;Orona;X;1
5118008 - 2;RESISTENCIA FRENADO ED25%;188,00;Orona;X;1
5118008 - 4;RESISTENCIA FRENADO 60OHM;555,00;Orona;X;1
5118009 - 6;RESISTENCIA FREN. ED25%40OM;638,00;Orona;X;1
5118009 - 9;RESISTENCIA DEFRENADO9000W;662,00;Orona;X;1
5118010 - 8;RESISTENCIA DE FRENADO ED 25;759,00;Orona;X;1
5118202 - 1;RESISTENCIA CONTROL TECHNIQUES *5118008 - 2*;188,00;Orona;X;1
5118203 - 1;RESISTENCIA CONTROL TECHNIQUES *5118008 - 1*;629,00;Orona;X;1
5118204 - 1;RESISTENCIA CONTROL TECHNIQUES *5118008 - 4*;555,00;Orona;X;1
5118205 - 1;RESISTENCIA CONTROL TECHNIQUES *5118008 - 4*;555,00;Orona;X;1
5118207 - 1;RESISTENCIA CONTROL TECHNIQUES *5118009 - 6*;638,00;Orona;X;1
5118208 - 1;RESISTENCIA CONTROL TECHNIQUES *5118010 - 8*;759,00;Orona;X;1
5118211 - 1;RESISTENCIA OMRON 3G3IVRN45P5- *5118008 - 1*;629,00;Orona;X;1
5118211 - 2;RESISTENCIA OMRON 3G3IVRN47P5;494,00;Orona;X;1
5118211 - 3;RESISTENCIA OMRON 3G3IVRN4011- *5118008 - 1*;629,00;Orona;X;1
5118213 - 1;RESISTENCIA CONTROL TECHNIQUES *5118008 - 1*;629,00;Orona;X;1
5118213 - 2;RESISTENCIA CONTROL TECHNIQUES *5118008 - 1*;629,00;Orona;X;1
5118213 - 3;RESISTENCIA CONTROL TECHNIQUES *5118008 - 1*;629,00;Orona;X;1
5118213 - 4;RESISTENCIA CONTROL TECHNIQUES *5118008 - 2*;188,00;Orona;X;1
5119012  - 1;TRANSFORMADOR MONOFASICO;1056,00;Orona;X;1
5119026 - 1;TRANSFORMADOR 650VA 230V400;307,00;Orona;X;1
5119072 - 1;AUTOTRANSF. TRIF. 220/400V. 10;1625,00;Orona;X;1
5119092 - 1;TRANSFORMADOR MANIOBRA ARCAII;100,00;Orona;X;1
5119119 - 1;TRANSFORMADOR ARCAIII 20V120;49,00;Orona;X;1
5121013 - 1;TUBO METRICO CORRUG.PVC NG;4,00;Orona;X;1
5121121 - 2;TACOS DE PRECION DE 8 MM;6,00;Orona;X;1
5123020 - 1;BATERIA SAFT 6V 1.2 AH 5 VTCS;53,00;Orona;X;1
5123039 - 1;PORTATIL LAMPARA DE 60W;10,00;Orona;X;1
5123044 - 2;CABLEADO BARRERA WECO;22,00;Orona;X;1
5123066 - 1;SAI 1000VA/ 600W 230V AC 50/60;1065,00;Orona;X;1
5123102 - 1;FUENTE DE ALIMENT. CONMUT. 220;315,00;Orona;X;1
5123157 - 1;BOT. IMPECCION MERCADO ESPAÑOL;204,00;Orona;X;1
5123159 - 1;CONJ. BOTON ALTO INSPEC;59,00;Orona;X;1
5123179 - 1;EXTRACTOR S&P TDM-350220V.50;667,00;Orona;X;1
5123186 - 1;CONJ. VENTI COMPACTO 230V 50Hz;127,00;Orona;X;1
5123187 - 1;VARIADOR OMRON L1000A 5,5KW CI;2303,00;Orona;X;1
5123187 - 2;VARIADOR OMRON L1000A 7,5KW CI;2673,00;Orona;X;1
5123187 - 3;VARIADOR OMRON L1000A 11KW CIM;3743,00;Orona;X;1
5123187 - 4;VARIADOR OMRON L1000A 15KW CIM;5767,00;Orona;X;1
5123187 - 5;VARIADOR OMRON L1000A 18.5 KW;7011,00;Orona;X;1
5123187 - 6;VARIADOR OMRON L1000A 22KW CIM;9022,00;Orona;X;1
5123187 - 7;VARIADOR OMRON L1000A 30 KW CI;10325,00;Orona;X;1
5123188 - 1;FILTRO TRIFASICO 18A L1000A;236,00;Orona;X;1
5123230 - 1;FRONTAL ROJO POLARIZADO DE 67,;7,00;Orona;X;1
5123235 - 1;SOPORTE C.I. RICHCO REF. MB-3-;1,00;Orona;X;1
5123266 - 1;SOPORT. C.I.RICHCO REF.LCBS-TM;1,00;Orona;X;1
5123278 - 1;ENGANCHE RICHCO LCBS-5-6-01;2,00;Orona;X;1
5123279 - 1;SEPARADOR RICHCO LCBS-5-3-01;1,00;Orona;X;1
5123282 - 1;ENCLAV. PARA CANDADO GENERAL E;17,00;Orona;X;1
5123377 - 1;FILTRO  OMRON 3G3FV-PFI4025;437,00;Orona;X;1
5123408 - 1;FILTRO OMRON 3G3RV-PFI3018-SE-;268,00;Orona;X;1
5123408 - 2;FILTRO OMRON 3G3RV-PFI3035-SE-;347,00;Orona;X;1
